filename,pred,confidence,area,perimeter,form_factor,aspect_ratio,extent,solidity,eccentricity,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_ASM,glcm_energy,glcm_correlation,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,h_mean,s_mean,v_mean,h_std,s_std,v_std
Sa_622.jpg,Sa,0.9897513389587402,0.31854248046875,1.1090102922171354,0.8136658277793523,0.6826923076266642,0.7067984832059767,0.9857399187817816,0.7392993504784751,-3.1723783090820437,-7.252811692911537,-11.133448409633349,-12.328925858650514,-24.073111767155247,-15.971626005128334,-24.67799551452047,0.29178130674616376,0.12634547580436103,0.9523969825829335,0.4626965960183223,0.6800911641499415,0.8630254554145381,0.044382022471910115,0.06704119850187266,0.041947565543071164,0.12097378277153559,0.1911985018726592,0.17846441947565542,0.09606741573033707,0.06891385767790262,0.07715355805243446,0.11385767790262172,32.681835205992506,182.9314606741573,91.49831460674157,2.2897114784380315,37.32618874237263,20.843544994697194
Sa_623.jpg,Sa,0.9992550015449524,0.36944580078125,1.214364052284509,0.7870508673853329,1.3132530118899697,0.6690615673696594,0.9684025277962268,0.6278578831648977,-3.190941383722264,-7.733622927192781,-11.399308080421264,-12.8657647268631,-25.002832648051363,-16.732620749828072,25.84058099203333,0.3539707757670744,0.14190942940491139,0.9478144911619969,0.43428268243012297,0.6588588678156321,0.8735978393113921,0.06127728375101051,0.083589329021827,0.05675020210185934,0.113338722716249,0.14308811641067098,0.1196443007275667,0.08908649959579629,0.09167340339531124,0.09442198868229587,0.1471301535974131,32.93581244947453,180.86984640258692,98.79110751818916,1.7003265434842758,31.424056678494566,20.31055617516326
Sa_624.jpg,Sa,0.9977753758430481,0.377166748046875,1.2993537373840809,0.7018244113666209,1.202247190876152,0.6489026567251402,0.9414229128565792,0.7381570881906181,-3.1709320126408986,-7.3211866445936105,-11.232784432859154,-12.218644169464289,-23.9451418612202,-15.992597621626317,-25.166025784696146,0.3804922871675777,0.15743643556229045,0.9416655463697196,0.4156045727652247,0.6444952833487831,0.8653900331469572,0.06104697137434762,0.08461173493594813,0.048869207654594335,0.10469713743476199,0.14945437292424482,0.13158310928356792,0.09979440139174442,0.08334651273129844,0.09141230428594022,0.14518424798355212,31.68954610153408,181.3140914123043,100.19373715008699,1.7282380440445784,28.67285968033477,18.248923162271776
Sa_625.jpg,Sa,0.9996404647827148,0.2845458984375,1.0368021628819406,0.8315922122277424,1.1025641024227484,0.6949910554551357,0.9805447470796498,0.4910985382760689,-3.1974635465806034,-8.252729487039238,-11.178872978047012,-13.199975029923042,-25.59177376117035,-17.570720968273093,25.49805820208458,0.22488960284281614,0.10580140769065134,0.9584165468658464,0.5270119158814733,0.7258656209552038,0.8679912889326517,0.05612565445026178,0.08774869109947644,0.042094240837696334,0.08774869109947644,0.12921465968586388,0.13403141361256546,0.10010471204188481,0.09361256544502618,0.12020942408376964,0.14910994764397906,36.72439790575916,202.51560209424085,84.24523560209424,2.0267998991513205,31.608563315963327,11.5791637122175
Sa_626.jpg,Sa,0.9999994039535522,0.503143310546875,1.3688810388557613,0.8435486989434724,1.2631578946038782,0.7231140350870849,0.9829487867394229,0.5947441948600555,-3.1951513134563823,-7.794618737952536,-13.151577190886503,-15.015733078027882,-29.06007944703148,-19.42607021942888,-29.528027417709264,0.22456190078457972,0.12020469265565747,0.9500034068527877,0.39659028346369674,0.6295582217020981,0.7465092183685967,0.04599070654116526,0.07744549028952699,0.027999523412367448,0.09412605742880972,0.1282020731562016,0.15548671511974263,0.0965089955915644,0.0887644465626117,0.13952102942928632,0.14595496246872394,42.97486000238294,223.43715000595733,74.21196234957704,1.3510345472009901,24.718139670400294,11.238740842294357
Sa_627.jpg,Sa,0.9474313259124756,0.28216552734375,1.0225175768136978,0.847836799059115,0.850574712545911,0.7180801491135165,0.9839310418197639,0.5904160693695488,-3.1948245326263844,-8.054129497552628,-10.981632414869619,-13.114787276213697,-25.30806003807025,-17.30242668804463,25.319086281275602,0.24789432525620872,0.11695824097104875,0.9539072621919068,0.510514960839043,0.714402575997696,0.8326779486641919,0.046673706441393875,0.07560718057022175,0.04160506863780359,0.09947201689545934,0.17317845828933473,0.1562829989440338,0.10073917634635692,0.07328405491024287,0.10327349524815206,0.12988384371700107,36.92016895459345,202.33431890179514,81.27370644139387,2.0931740959996508,36.095882442294624,14.783672580365604
Sa_628.jpg,Sa,0.9923152923583984,0.3023681640625,1.0850175749510527,0.8068863895203823,1.0240963854187837,0.702197023386673,0.970326118889491,0.5576320243739729,-3.1885826062707747,-7.782421059363449,-10.91018770590862,-12.834423162559693,25.165212105554076,17.24128098463783,-24.734747974418607,0.30157382841421304,0.12837910567962604,0.951543846587182,0.48656921735859876,0.6974369378289503,0.8253670523061012,0.059913283405597165,0.07981868348443043,0.04808829325975562,0.10189199842333464,0.15254237288135594,0.13401655498620418,0.08986992510839574,0.08454867954276704,0.10484824595979503,0.14446196294836422,37.98127709893575,179.7018131651557,82.78104059913284,5.388809067870591,38.18795147714871,20.646916926702893
Sa_629.jpg,Sa,0.9930174350738525,0.30181884765625,1.0602396642789245,0.843505919007955,0.7659574467270258,0.7306442080367456,0.9815402937654197,0.5879106254943024,-3.1942972409230337,-7.777151833910167,-12.229784097633116,-13.92683810717755,-27.018978877665564,-17.839157691397272,27.601471888648053,0.19701063255215331,0.09147560203495407,0.964386674974408,0.48921021161262424,0.6993316452639968,0.8431492731317777,0.05433708753210828,0.07132977672396759,0.04485279589014029,0.11341632088520055,0.1626160837779095,0.13613910294408219,0.0989922940130409,0.08061647895672792,0.0983995257854179,0.13930053349140487,36.874925903971544,207.78739379569254,74.00395178818415,1.6225434731041937,32.82222427844435,20.674211552281353
Sa_630.jpg,Sa,0.9996511936187744,0.316436767578125,1.0892014326527715,0.8379544360142855,0.7978723403406519,0.7353900709209428,0.9761815100715945,0.5654339638264105,-3.195613933460847,-7.862417891263068,-11.955612462136479,-14.034180805240545,-27.178448843653364,-18.08168161270993,27.179424689658653,0.2005933716605046,0.10430198865813935,0.95712404528382,0.4881982286011038,0.6986074860990517,0.7730773957747484,0.05015082956259427,0.08012820512820513,0.03657616892911011,0.11500754147812971,0.12895927601809956,0.13914027149321267,0.0884238310708899,0.08936651583710407,0.12839366515837103,0.14385369532428355,38.13386123680241,167.28846153846155,69.2658371040724,1.985095221788694,25.489138896901448,12.295669093102244
Sa_631.jpg,Sa,0.9999668598175049,0.413299560546875,1.2381941489875317,0.8469101178157372,1.1685393257114,0.7315795159888379,0.9791772106124226,0.5042999744464887,-3.1999217330264593,-8.152502971422955,-12.341111451939192,-14.809675228132418,-28.38782826287419,-18.905520036764106,-28.954069886526202,0.26982448251879304,0.13142780027777054,0.946989757913615,0.4001363938954048,0.6324344282842861,0.7892387205152706,0.048204979733642156,0.07368268674001158,0.0363346844238564,0.10292414591777649,0.17443543717429066,0.14461493920092647,0.10379270411117544,0.08540822235089751,0.10393746381007528,0.126664736537348,39.65851187029531,181.1501158077591,71.96728430804863,3.0889025055463475,36.45072132886825,18.79748611923058
